,overall_severity,X
15,9.0,"['ok', 'really', 'put', 'stupid', 'skank', 'smd', 'haha', 'comeback', 'get', 'new', 'one', 'embrassing', 'yourselfr', 'elizabeth', 'u062a', 'rodriguez', 'love', 'fucking', 'two', 'faced', 'man', 'say', 'hi', 'every', 'day', 'fuck', 'problem', 'man', 'know', 'here', 'new', 'comeback', 'hop', 'dick', 'bitch', 'go', 'comb', 'hair', 'mole', 'fucking', 'two', 'faced', 'bitch', 'like', 'lil', 'friend', 'thanks', 'time', 'bitch', '3', 'ok', 'really', 'put', 'stupid', 'skank', 'smd', 'haha', 'comeback', 'get', 'new', 'one', 'embrassing', 'yourselfr', 'elizabeth', 'u062a', 'rodriguez', 'love', 'fucking', 'two', 'faced', 'man', 'say', 'hi', 'every', 'day', 'fuck', 'problem', 'man', 'know', 'here', 'new', 'comeback', 'hop', 'dick', 'bitch', 'go', 'comb', 'hair', 'mole', 'fucking', 'two', 'faced', 'bitch', 'like', 'lil', 'friend', 'thanks', 'time', 'bitch', '3', 'stupid', 'skank', 'embarassing', 'fucking', 'two', 'faced', 'get', 'dick', 'bitch', 'two', 'faced', 'bitch']"
16,9.0,"['us', 'many', 'derogatory', 'term', 'protected', 'group', 'homosexual', 'african', 'american', 'nigger', 'assfuck', 'titty', 'fuck', 'nigger', 'nigger', 'ball', 'titty', 'dick', 'sucking', 'faggot', 'shit', 'assfuck']"
17,9.0,"['q', 'call', 'fucking', 'bitch', 'fucking', 'stupid', 'as', 'cunt', 'take', 'angry', 'tone', 'responds', 'kind', 'heyyy', 'ugly', 'fucking', 'bitch', 'think', 'sexy', 'haha', 'shit', 'besides', 'ugly', 'bitch', 'beware', 'ill', 'fucking', 'put', 'shit', 'blast', 'fucking', 'stupid', 'as', 'cunt', 'fuck', 'stop', 'hatein', 'people', 'page', 'go', 'ugly', 'as', 'please', 'bitch', 'going', 'nothing', 'would', 'get', 'life', 'heyyy', 'ugly', 'fucking', 'bitch', 'think', 'sexy', 'haha', 'shit', 'besides', 'ugly', 'bitch', 'beware', 'ill', 'fucking', 'put', 'shit', 'blast', 'fucking', 'stupid', 'as', 'cunt', 'fuck', 'stop', 'hatein', 'people', 'page', 'go', 'ugly', 'as', 'please', 'bitch', 'going', 'nothing', 'would', 'get', 'life']"
18,9.0,"['ready', 'get', 'yhur', 'beat', 'saturdayy', 'ugly', 'bitch', 'get', 'yhur', 'beat']"
19,9.0,"['kum', 'look', 'bxtch', 'nigggah', 'isz', 'yuh', 'circumsized', 'nigggah', 'isz', 'yuh', 'circumsized']"
20,9.0,"['stop', 'writing', 'wall', 'haha', 'lifeless', 'cunt', 'stop', 'writing', 'wall', 'shit', 'faced', 'slut', 'haha', 'lifeless', 'cunt', 'stop', 'writing', 'wall', 'shit', 'faced', 'slut']"
21,9.0,"['nastiest', 'couple', 'ive', 'ever', 'freakin', 'seen', 'france', 'gross', 'nastiest', 'couple', 'ive', 'ever', 'freakin', 'seen', 'way', 'league', 'like', 'joke', 'ou', 'france', 'gross', 'nastiest', 'couple', 'ive', 'ever', 'freakin', 'seen', 'way', 'league', 'like', 'joke']"
22,9.0,"['hey', 'smexy', 'wan', 'na', 'fuck', 'bout', '69', 'night', 'long', 'sound', 'good', 'k', 'bed', 'waiting', 'sexy', 'bitch', 'wan', 'na', 'fuck', 'sexy', 'bitch', 'fuck', 'stupid', 'fucking', 'bitch', 'hey', 'sexy', 'wan', 'na', 'fuck', 'im', 'whore', 'fuck', 'stupid', 'bitch']"
23,9.0,"['bitchh', 'talkn', 'shit', 'white', 'trash', 'skank', 'super', 'ugly', 'bitch', 'etc', 'lmao', 'yurr', 'reall', 'funny', 'skinny', 'as', 'bitchh', 'hm', 'really', 'much', 'insult', 'fat', 'lol', 'u', 'suck', 'talkn', 'shit', 'later', 'white', 'trash', 'skank', 'ur', 'super', 'ugly', 'nd', 'guy', 'u', 'like', 'really', 'isnt', 'gon', 'na', 'come', 'back', 'around', 'u', 'laterrrr', 'ahhaha', 'yuurr', 'funnyy', 'reall', 'funny', 'ndd', 'dntt', 'want', 'hatt', 'guy', 'comee', 'bckk', 'mee', 'anyyy', 'moree', 'ndd', 'yeahh', 'suck', 'tlking', 'shit', 'jstt', 'dntt', 'tlk', 'shitt', 'thiss', 'wouldd', 'tlk', 'itt', 'yuurr', 'face', 'iff', 'knew', 'whoo', 'thiss', 'wa', 'bitch', 'gett', 'life', 'ndd', 'stopp', 'worrying', 'aboutt', 'mine', 'later', 'white', 'trash', 'skank', 'bitch']"
24,9.0,"['fake', 'bitch', 'league', 'ugly', 'as', 'fake', 'bitch', 'ugly', 'as', 'bitch', 'gett', 'fucked', 'uuppp', 'skinny', 'as', 'bitchh', 'ur', 'still', 'fake', 'bitch', 'go', 'find', 'real', 'bf', 'someone', 'ur', 'league', 'lol', 'ugly', 'as', 'scared', 'get', 'fucked', 'upp', 'realy', 'funny', 'skinny', 'as', 'bitch']"
25,8.0,"['ugly', 'fuuuuck', 'ugly', 'stop', 'bitch', 'ugly', 'fuuuuck', 'betty', '10000', 'prettier', 'youuu', 'stopp', 'bitchhh']"
26,8.0,"['beat', 'as', 'bye', 'pussy', 'whatever', 'im', 'gunna', 'leave', 'guy', 'cry', 'get', 'hurt', 'mean', 'begging', 'leave', 'bye', 'pussy', 'one', 'anonymous', 'give', 'name', 'ill', 'someone', 'beat', 'as', 'ill', 'someone', 'beat', 'as']"
27,8.0,"['suck', 'dick', 'bitch', 'dont', 'try', 'little', 'girl', 'shut', 'fuck', 'upppp', 'bitch', 'get', 'lyf', 'cuz', 'nothing', 'good', 'say', 'give', 'fuck', 'abouttt', '1', 'suck', 'dick', 'bitch', 'dont', 'try', 'little', 'girl', '2', 'shut', 'fuck', 'upppp', 'bitch', 'r', 'r', 'pathetic', 'dont', 'stop', 'writing', 'formspring', 'get', 'lyf', 'cuz', 'nothing', 'good', 'say', 'give', 'fuck', 'abouttt', 'shut', 'fuck', 'upppp', 'bitch', 'nothing', 'good', 'say', 'give', 'fuck', 'abouttt']"
28,8.0,"['u', 'think', 'ur', 'hot', 'shit', 'fucking', 'dumb', 'little', 'jit', 'whore', 'hook', 'everybody', 'u', 'think', 'ur', 'hot', 'shit', 'fucking', 'dumb', 'little', 'jit', 'whore', 'hook', 'everybody', 'stop', 'trying', 'grow', 'fast', 'going', '8th', 'haha', 'haha', 'love', 'fake', 'bitch', 'call', 'whore', 'boyfriend', '2months', '11days', 'know', 'whole', 'life', 'u', 'think', 'ur', 'hot', 'shit', 'fucking', 'dumb', 'little', 'jit', 'whore', 'hook', 'everybody', 'stop', 'trying', 'grow', 'fast', 'going', '8th', 'haha']"
29,8.0,"['bitch', 'dick', 'fuckin', 'pussy', 'ugly', 'as', 'freak', 'ugly', 'as', 'freak', 'bitch', 'fuck', 'fucken', 'dick', 'shit', 'face', 'fuckin', 'pussy', 'bitch', 'suck', 'fucken', 'dick', 'fuckin', 'pussy']"
30,8.0,"['one', 'talkin', 'shit', 'back', 'fuckstick', 'get', 'fuck', 'as', 'hard', 'kid', 'able', 'sit', 'first', '8', 'year', 'life', 'talkin', 'shit', 'back', 'fuckstick', 'get', 'fuck', 'as', 'hard', 'kid', 'able', 'sit', 'first', '8', 'year', 'life', 'get', 'fuck', 'as', 'hard', 'kid', 'able', 'sit', 'first', '8', 'year', 'life']"
31,8.0,"['kaydoll', 'bettaa', 'rhubinathy', 'cuss', 'suck', 'dick', 'othe', 'fat', 'hoe', 'wont', 'luv', 'slut', 'suck', 'dick', 'fat', 'hoe', 'slut', 'othe', 'fat', 'hoe']"
32,8.0,"['yeww', 'put', 'anonymus', 'pussy', 'as', 'bitchez', 'talkin', 'shit', 'alexis', 'ckan', 'show', 'herr', 'fuken', 'boob', 'bitchezz', 'pussy', 'as', 'bitchez', 'takin', 'shit', 'fuken', 'boob', 'bitch']"
33,8.0,"['bitch', 'kick', 'ur', 'as', 'whore', 'kick', 'ur', 'as', 'whore', 'r', 'u', 'bitchh', 'hate', 'u', 'gon', 'na', 'kick', 'ur', 'as', 'whore']"
34,8.0,"['dumb', 'bitch', 'fuck', 'pussy', 'dumb', 'bitch', 'fuchkkk', 'stupid', 'friend', 'pussy', 'dumb', 'bitch', 'fuchkkk', 'stupid', 'come', 'say', 'face']"
35,8.0,"['stop', 'making', 'fake', 'ugly', 'fuck', 'actually', '16', 'bitch', 'deff', 'cyrus', 'get', 'mother', 'fucking', 'life', 'cunt', 'ugly', 'fuck', 'bitch', 'get', 'mother', 'fucking', 'life', 'cunt', 'ugly', 'fuck', 'get', 'mother', 'fucking', 'life', 'cunt', 'fake', 'bitch']"
36,8.0,"['dumbfuck', 'stop', 'starting', 'shit', 'bitch', 'dumbfuck', 'shit', 'bitch', 'dumbfuck', 'bitch']"
37,8.0,"['im', 'going', 'get', 'bitch', 'kick', 'living', 'shit', 'ugly', 'fake', 'wan', 'na', 'bitch', 'made', 'as', 'kick', 'living', 'shit', 'ugly', 'fake', 'wan', 'na', 'bitch', 'made', 'as', 'kick', 'living', 'shit', 'ugly', 'fake', 'wan', 'na', 'bitch', 'made', 'as']"
38,8.0,"['bitch', 'hoeee', 'stfu', 'bitch', 'hoeee', 'stfu', 'tabi', 'bitch', 'annd', 'need', 'go', 'back', 'idaho', 'hoeee', 'soooo', 'leave']"
39,8.0,"['hey', 'bitch', 'boob', 'count', 'reason', 'fat', 'bitch', 'fat', 'calling', 'person', 'fat']"
40,8.0,"['cunt', 'cunt', 'shit', 'bitch', 'told', 'ur', 'playa', 'u', 'cunt', 'bitch']"
41,8.0,"['even', 'fucking', 'know', 'even', 'fucking', 'know', 'like', 'seriously', 'get', 'fuck', 'profile', 'like', 'seriously', 'get', 'profile', 'like', 'real', 'done', 'bullshit', 'fucking', 'annoying', 'even', 'fucking', 'know', 'even', 'fucking', 'know', 'like', 'seriously', 'get', 'fuck', 'profile', 'like', 'real', 'im', 'done', 'bullshit', 'fucking', 'annoying', 'ask', 'anybody', 'ask', 'friend', 'fucking', 'obsessed', 'goodbye']"
42,8.0,"['die', 'die', 'die']"
43,8.0,"['wan', 'na', 'die', 'wan', 'na', 'die', 'wan', 'na', 'die']"
44,8.0,"['ugliest', 'bitch', 'ever', 'fucking', 'seen', 'ugliest', 'bitch', 'ever', 'seen', 'one', 'ugliest', 'bitch', 'ever', 'fucking', 'seen']"
45,8.0,"['stfu', 'hoe', 'piece', 'shiit', 'stfu', 'hoe', 'piece', 'shit', 'stfu', 'hoe', 'piece', 'shiit']"
46,8.0,"['ill', 'fight', 'bitch', 'fuckoff', 'loser', 'ill', 'fight', 'bitch', 'ill', 'fight', 'bitch', 'fuckoff', 'loser']"
47,8.0,"['mom', 'pussy', 'know', 'would', 'like', 'hairy', 'as', 'licked', 'bet', 'even', 'got', 'hard', 'reading', 'hairy', 'know', 'hairy', 'mom', 'pussy', 'go', 'lick', 'know', 'would', 'like', 'hairy', 'as', 'licked', 'bet', 'even', 'got', 'hard', 'reading', 'hairy', 'know', 'hairy', 'mom', 'pussy', 'go', 'lick']"
48,8.0,"['rape', 'rape', 'crime', 'rape']"
49,8.0,"['direct', 'verbal', 'attack', 'user', 'calling', 'derogatory', 'term', 'hey', 'suck', 'hoe', 'suck', 'hoe', 'mean']"
50,8.0,"['get', 'life', 'twisted', 'bitch', 'get', 'life', 'twisted', 'bitch', 'twisted', 'bitch']"
51,8.0,"['suck', 'dick', 'hand', 'job', '13', 'r', 'perfect', 'age', 'learn', 'suck', 'dick', 'give', 'hand', 'job', 'learn', 'suck', 'dick', 'give', 'hand', 'job']"
52,8.0,"['yo', 'as', 'look', 'like', 'damn', 'piqq', 'pussy', 'ah', 'hoe', 'stfu', 'rachel', 'yo', 'as', 'look', 'like', 'damn', 'piqq', 'lala', 'dissappointment', 'yo', 'sister', 'gon', 'na', 'get', 'playd', 'dude', 'nabrente', 'get', 'annonomous', 'pussy', 'ah', 'hoe', 'still', 'today', 'shit', 'sad', 'v', 'stfu', 'rachel', 'yo', 'as', 'look', 'like', 'damn', 'piqq', 'lala', 'dissappointment', 'yo', 'sister', 'gon', 'na', 'get', 'playd', 'dude', 'nabrente', 'saying', 'mmhm', 'mind', 'uur', 'biusness', 'funny', 'kuhh', 'stay', 'tryna', 'talk', 'mah', 'friend', 'hun', 'get', 'annonomous', 'pussy', 'ah', 'hoe']"
53,7.0,"['as', 'face', 'as', 'face', 'as', 'face', 'emoticon']"
54,7.0,"['bitch', 'someone', 'care', 'pussy', 'as', 'fuken', 'ugly', 'bitchez', 'fukk', 'youu', 'talk', 'shit', 'anonymus', 'pussy', 'as', 'bitchez', 'mean', 'shit', 'affect', 'bitch', 'someone', 'care', 'pussy', 'as', 'fuken', 'ugly', 'bitchez', 'fukk', 'pussy', 'as', 'bitch', 'fuken', 'ugly', 'bitchez', 'fukk', 'youu', 'pussy', 'as', 'bitch', 'say', 'face', 'one', 'day']"
55,7.0,"['leave', 'texas', 'bitch', 'one', 'want', 'leave', 'texas', 'bitch', 'one', 'want', 'bitch', 'bitch', 'one', 'want']"
56,7.0,"['would', 'rather', 'fuck', 'suck', 'touch', 'dick', 'let', 'go', 'would', 'rather', 'fuck', 'suck', 'touch', 'dick', 'fuck', 'suck', 'touch', 'dick']"
57,7.0,"['wow', 'fucking', 'fake', 'tired', 'everyone', 'talking', 'shit', 'formspring', 'either', 'stop', 'talking', 'shit', 'first', 'delete', 'damn', 'thing', 'gosh', 'fucking', 'retarded', 'forgot', 'stupid', 'people', 'day', 'would', 'fucking', 'retarded', 'wow', 'fucking', 'fake', 'us', 'curse', 'word', 'fucking', 'retarded', 'call', 'person', 'stupid', 'answer', 'us', 'bitch']"
58,7.0,"['fucking', 'stupid', 'fucking', 'suck', 'still', 'retarded', 'talking', 'shit', 'wow', 'fucking', 'stupid', 'told', 'girl', 'whoo', 'info', 'showing', 'show', 'face', 'anonymus', 'comeback', 'fucking', 'suck', 'fighting', 'internet', 'like', 'special', 'olympics', 'even', 'win', 'still', 'retarded', 'call', 'person', 'fucking', 'stupid', 'retarded', 'answerer', 'call', 'questioner', 'hypocrite', 'us', 'curse', 'word']"
59,7.0,"['gay', 'fuck', 'pussy', 'shit', 'gay', 'fuck', 'gay', 'fuck', 'say', 'shit', 'face']"
60,7.0,"['cave', 'curly', 'top', 'head', 'cave', 'curly', 'top', 'head', 'curly', 'top', 'head']"
61,7.0,"['ugly', 'as', 'bitch', 'body', 'know', 'ugly', 'as', 'bitch', 'thanks', 'ugly', 'as', 'bitch', 'body', 'know', 'life', 'talk', 'shit', 'formspring', 'pretty', 'girl', 'jelouse', 'alright', 'bitch', 'pretty', 'pshh', 'make', 'laugh']"
62,7.0,"['face', 'nastyy', 'face', 'nastyy', 'face', 'nastyy']"
63,7.0,"['im', 'gnna', 'fxk', 'u', 'ur', 'dum', 'hoe', 'probably', 'know', 'hoe', 'bitch', 'im', 'gnna', 'fxk', 'u', 'ur', 'dum', 'hoe', 'im', 'gnna', 'fxk', 'u', 'ur', 'dum', 'hoe']"
64,7.0,"['fucking', 'pretty', 'stop', 'hating', 'grace', 'pretty', 'girl', 'jealous', 'omg', 'fucking', 'pretty', 'fucking', 'pretty']"
65,7.0,"['everyone', 'hate', 'delete', 'socialing', 'site', 'dude', 'seems', 'like', 'everyone', 'hate', 'delete', 'socialing', 'site', 'everyone', 'hate']"
66,7.0,"['stopp', 'formspringin', 'mi', 'pussi', 'ahh', 'hoe', 'bring', 'ur', 'stoopid', 'as', 'self', 'stoopid', 'as', 'dramma', 'sumwhere', 'else', 'kaykay', 'stoopid', 'ugly', 'lukin', 'trick', 'fukin', 'syco', 'as', 'um', 'oh', 'yeah', 'stop', 'usin', 'trickk', 'kus', 'sed', 'dat', 'tew', 'u', 'fukin', 'fat', 'as', 'possom', 'lookin', 'ahh', 'gettin', 'guy', 'scruumy', 'dirtyy', 'stank', 'as', 'kunt', 'neva', 'asked', 'tew', 'b', 'ur', 'friend', 'betch', 'stopp', 'formspringin', 'mi', 'pussi', 'ahh', 'hoe', 'bring', 'ur', 'stoopid', 'as', 'self', 'stoopid', 'as', 'dramma', 'sumwhere', 'else', 'kaykay', 'stoopid', 'ugly', 'lukin', 'trick', 'okk', 'take', 'look', 'dwn', 'vv', 'fukin', 'syco', 'as', 'um', 'oh', 'yeah', 'stop', 'usin', 'trickk', 'kus', 'sed', 'dat', 'tew', 'u', 'fukin', 'fat', 'as', 'possom', 'lookin', 'ahh', 'gettin', 'guy', 'scruumy', 'dirtyy', 'stank', 'as', 'kunt', 'tew', 'b', 'ur', 'friend', 'betch', 'stopp', 'formspringin', 'mi', 'pussi', 'ahh', 'hoe', 'bring', 'ur', 'stoopid', 'as', 'self', 'stoopid', 'as', 'dramma', 'sumwhere', 'else', 'kaykay', 'stoopid', 'ugly', 'lukin', 'trick', 'okk', 'take', 'look', 'dwn', 'vv', 'fukin', 'syco', 'as', 'um', 'oh', 'yeah', 'stop', 'usin', 'trickk', 'kus', 'sed', 'dat', 'tew', 'u', 'fukin', 'fat', 'as', 'possom', 'lookin', 'ahh', 'gettin', 'guy', 'scruumy', 'dirtyy', 'stank', 'as', 'kunt']"
67,7.0,"['bitch', 'hoe', 'oh', 'bitch', 'gon', 'na', 'find', 'gon', 'problem', 'hoe', 'bitch', 'hide', 'hoe']"
68,7.0,"['pussyyy', 'as', 'v', 'pussyyy', 'as', 'bitch', 'pussyyy', 'as']"
69,7.0,"['ayumm', 'stupid', 'fuckin', 'cunt', 'stop', 'talking', 'shit', 'get', 'fuckin', 'life', 'go', 'suck', 'mom', 'dick', 'chock', 'dayumm', 'stupid', 'fuckin', 'cunt', 'stupid', 'fuckin', 'cunt', 'go', 'suck', 'mom', 'dick', 'lil', 'pussy']"
70,7.0,"['bitchh', 'bitch', 'probly', 'fat', 'lonely', 'as', 'flat', 'chested', 'bitch', 'ckant', 'get', 'none', 'bitch', 'take', 'yur', 'shit', 'anonymus', 'dumm', 'as', 'bitch', 'bitch', 'bitchh', 'calling', 'bitch', 'fat', 'lonely']"
71,7.0,"['ima', 'fuuck', 'til', 'bleed', 'dudde', 'ima', 'fuuck', 'til', 'bleed', 'ima', 'fuuck', 'til', 'bleed']"
72,7.0,"['hoe', 'dumb', 'as', 'pussy', 'hoe', 'fukin', 'dum', 'as', 'pussy', 'r', 'u', 'suchho', 'hoe', 'fukin', 'dum', 'as', 'r', 'u', 'pussy']"
73,7.0,"['u', 'kare', 'nigga', 'btw', 'u', 'kan', 'get', 'buissness', 'talk', 'shit', 'peyton', 'shit']"
74,7.0,"['stop', 'trying', 'make', 'people', 'feel', 'bad', 'ugly', 'bitch', 'whole', 'post', 'ugly', 'bitch', 'fuckstick', 'etc']"
75,7.0,"['kill', 'motherfucker', 'someone', 'said', 'kill', 'kill', 'anyone', 'else', 'world', 'place', 'awnser', 'would', 'give', 'kill', 'motherfucker', 'kill', 'motherfucker']"
76,7.0,"['fake', 'go', 'suck', 'vag', 'suck', 'vag', 'fake', 'go', 'suck', 'vag']"
77,7.0,"['crack', 'head', 'shit', 'look', 'like', 'crack', 'head', 'shit', 'toilet', 'look', 'like', 'crack', 'head', 'shit', 'toilet']"
78,7.0,"['hoe', 'slut', 'bitch', 'guess', 'wat', 'u', 'one', 'calling', 'hoe', 'slut', 'bitch', 'guess', 'wat', 'u', 'one', 'calling', 'hoe', 'slut', 'bitch', 'one']"
79,7.0,"['dumb', 'cunt', 'dumb', 'cunt', 'think', 'big', 'shitt', 'arent', 'even', 'dirt', 'foot', 'piece', 'shit', 'actualllyy', 'phsycotic', 'ha', 'winner', 'go', 'kill', 'dumb', 'cunt', 'think', 'big', 'shitt', 'arent', 'even', 'dirt', 'foot', 'piece', 'shit', 'actualllyy', 'phsycotic', 'ha', 'winner', 'go', 'kill']"
80,7.0,"['squirt', 'sperm', 'picture', 'squirt', 'sperm', 'picture']"
81,7.0,"['yah', 'elizabeth', 'need', 'get', 'life', 'stop', 'talking', 'shit', 'oyahh', 'hm', 'happen', 'u', 'jhocelyn', 'udk', 'much', 'hate', 'bitch', 'udk', 'much', 'hate', 'bitch', 'elizabeth', 'need', 'get', 'life', 'stop', 'talking', 'shit', 'hate', 'bitch', 'people', 'talking', 'shit', 'saying', 'gon', 'na', 'fight']"
82,7.0,"['stop', 'talking', 'already', 'fuck', 'dipshit', 'dumb', 'bitch', 'stop', 'talking', 'already', 'fuck', 'dumb', 'bitchhh', 'dipshit', 'dipshit', 'dumb', 'bitchhh']"
83,7.0,"['nigger', 'nigger', 'nigger']"
84,7.0,"['sexy', 'dumbass', 'bitch', 'dumbass', 'sure', 'bitch', 'sexy', 'bitch']"
85,7.0,"['bitch', 'get', 'one', 'thing', 'straight', 'toney', 'well', 'never', 'go', 'ur', 'pretty', 'ur', 'bitch', 'inside', 'sorry', 'dont', 'like', 'one', 'reson', 'people', 'nice', 'u', 'cause', 'ur', 'sister', 'stop', 'thinking', 'ur', 'hot', 'shit', 'urself', 'toney', 'well', 'never', 'go', 'ur', 'pretty', 'ur', 'bitch', 'inside', 'dont', 'like', 'one', 'reson', 'people', 'nice', 'u', 'cause', 'ur', 'sister', 'stop', 'thinking', 'ur', 'hot', 'shit']"
86,7.0,"['lmfao', 'fucking', 'creepy', 'must', 'friend', 'life', 'create', 'muliple', 'formsprings', 'saying', 'theyre', 'fake', 'quit', 'thinking', 'everyone', 'want', 'copy', 'one', 'would', 'fake', 'sorry', 'pathetic', 'poser', 'fucking', 'creepy', 'must', 'friend', 'life', 'fucking', 'creepy', 'pathetic', 'poser']"
87,7.0,"['fuckin', 'hate', 'as', 'fuckin', 'hate', 'as', 'fuckin', 'hate', 'as']"
88,7.0,"['fat', 'get', 'self', 'monthly', 'slag', 'fat', 'mouthy', 'slag', 'better', 'everyone', 'else', 'give', 'flying', 'fuck', 'got', 'say', 'chikken', 'fat', 'get', 'mouthy', 'slag', 'l', 'better', 'everyone', 'else']"
89,6.0,"['still', 'gay', 'bitch', 'rapist', 'fuckoff', 'gay', 'bitch', 'rapist', 'fuckoff', 'still', 'gay', 'bitch', 'haha', 'well', 'rapist', 'fuckoff']"
90,6.0,"['prank', 'call', 'person', 'prank', 'call', 'person', 'give', 'phone', 'number']"
91,6.0,"['faggot', 'fuckk', 'faggot', 'faggot', 'fuckk', 'bugg', 'take', 'faggot', 'know', 'faggot', 'hunnyyy', 'mom', 'gon', 'na', 'fuckk', 'bugg', 'take', 'faggot', 'know', 'faggot', 'hunnyyy']"
92,6.0,"['piece', 'shit', 'bushwhacking', 'alchy', 'piece', 'shit', 'scrub', 'bushwhacking', 'alchy', 'piece', 'shit', 'scrub']"
93,6.0,"['nigger', 'nigger']"
