,overall_ans,overall_severity,X
61,0,0.0,Q: heyyyyyy!!! how u doin!!!!!<br>A: Im doing good thankyuh!!!Heyyy hbu?!
62,0,0.0,Q: heyyyyyyyy!!!!wats up!?!?(*)-)<br>A: Heyy ghurrr!!! Wuzz upp!! haha nuttin much just busyy!! hbu ma?
63,0,0.0,Q: Hi April!!!<br>A: Heyy :D
64,0,0.0,Q: how many languages do u speak?<br>A: Umm.. i think 2 bhut english is my first! im learnin french! ;d hbu?!
65,1,4.0,Who the hell are yuh!!! And who tha fuck is michael!?Who the hell are yuh!!! And who tha fuck is michael!?
66,0,0.0,Q: How would you describe your personality?<br>A: Hmmm...personal? root word.. lol umm probss... bubbly  nice  honest(sumtyms)
67,0,0.0,Q: How would you describe yourself in 3 words?<br>A: Myself Bubbly Funny?
68,0,0.0,Q: i love your hair.<br>A: iLoveYou! Thanks alot! Bhut its alot 2 keep up wit! Wanna trade haha!
69,0,0.3333333333333333,Q: i love youu chica!<33<br>A: NO no no! I Love youuu moreee<333 ;D haha!!
70,0,0.0,Q: i love youuuuuuu (:<br>A: iFUCKINLoveyou!!!<33 xox ha!
71,0,0.0,Q: i speak english frensh and a little arabic cuz i&#039;ve been to egypt a lotta times :D<br>A: OMG! really?! cool thats so awesome! yeah i wanna learn more languages bhut french is already enuff 2 deal wit! ha
72,0,0.0,Q: I think ur not pretty. Sorry.<br>A: Oh thats wht i think too! dnt be sorry hahaha! Silly goose
73,0,0.0,Q: i&#039;m bored can you tell me something funny? lool<br>A: Hahah!! ohhkayy?!?! lol Wht do you call a deer with no eyes? I have no ideer! haha Classic  umm i suck at this haha
74,0,0.0,Q: IF U LIVE FOREVER WAT DO U LIVE FOR?????<br>A: IDKKK!!!GOD?! Not understndin this ? srry its like 3am hah
75,0,0.0,Q: If you could ask Barack Obama one question what would it be?<br>A: Oh snap!! I would actually hug him first off ahah and say &quot;Nigga where my weed go?&quot; Hahaha jkjkjk i love him!! He is doin a great job!
76,0,0.0,Q: If you could ask George W. Bush one question what would it be?<br>A: Are you a lonely boy?
77,0,0.0,Q: If you could be a star athlete in any sport  which sport would you pick?<br>A: Basketball<3
78,0,0.3333333333333333,Q: If you could be invited to one person&#039;s birthday party  whose would it be?<br>A: JUSTIN BIEBER's Bday parrtayy! haha
79,0,0.0,Q: If you could be on one TV show which one would it be?<br>A: Keeping up with the Kardashians! or Kendra! My FAV shows atm!:D
80,0,0.0,Q: If you could become any fictional character  who would you be?<br>A: Errmm...Harry potter? lol
81,0,0.0,Q: If you could change your name  what would you change it to?<br>A: Thats a hard 1 . . . *thinkin* Maybe Bustin Jieber? I think! haha
82,0,0.0,Q: If you could date any celebrity  who would it be?<br>A: Justin Bieber or Channing Tatum! haha yumm!
83,0,0.0,Q: If you could eat dinner with any person  dead or alive  who would it be and where would you go?<br>A: Michael Jacko and Subway! Doh!
84,0,0.0,Q: If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?<br>A: Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.
85,0,0.0,Q: If you could go back in time 10 years and tell your younger self something  what would it be?<br>A: Life is never going to be easy.
86,0,0.0,Q: If you could go on a road trip with any person  dead or alive  who would it be and where would you go?<br>A: Justin Bieber.Duh. &amp;&amp; Russia! ;]
87,0,0.0,Q: If you could go on vacation for the next month with an unlimited budget  where would you go?<br>A: I would so travel thee world  Visit my overseas besties then shop everywhere!<3
88,0,0.0,Q: If you could have an endless supply of any food  what would you get?<br>A: Strawberry-Banana Smoothies from Jack in the Box ;D Yah dig?
89,0,0.0,Q: If you could have been the author of any book  what would it have been?<br>A: ALL thee twilight books chuz she got some good mula baby!
90,0,0.0,Q: If you could make one person fall in love with you who would it be?<br>A: My Orthodontist docotr hahahaha!!! Jkjk or am i lmao!
91,0,0.0,Q: If you could master one skill what would it be?<br>A: To never sin bhut will NEVER happen! See im already sinning  Never say never!
92,0,0.0,Q: If you could only listen to one song for the next month  which would it be?<br>A: Up-Justin Bieber
93,0,0.0,Q: If you could only read one magazine for the rest of your life  which would it be?<br>A: MMMag i love it!
94,0,0.0,Q: If you could rid the world of one thing  what would it be?<br>A: HOE-ISHNESS! lol um prob. stupid bitches and SIN! i just sinned!Opppzz
95,0,0.0,Q: If you could wake up as anyone tomorrow  who would it be?<br>A: MySelf!(:
96,0,0.0,Q: If you had to cook dinner for someone tonight  what would you make?<br>A: Umm... we would go to jack-in-the-box! haha
97,0,0.0,Q: If you had to give up one favorite food  what would the most difficult?<br>A: Chocolate;
98,0,0.0,Q: If you had your own talk show  who would your first three guests be?<br>A: Justin Bieber Demi lovato and Barack Obama babay!!:D
99,0,0.0,Q: If you won a $1 000 shopping spree for any store  which store would you pick?<br>A: Apple store!(; Need a MAC pro!
100,0,0.0,Q: If you won a million dollars what would you do with it?<br>A: Great question! Tithe Help people Shop!
101,0,0.0,Q: If your house was on fire and you could only grab three things  what would they be?<br>A: Laptop Dogs Family Shoes bed clothes coffee maker oven washer&amp;dryer refridgerator table&amp;chairs pics camera bath tub! HAHAhAHAHAHHAHA!!!!
102,0,0.0,Q: iLove your nose ring!<br>A: Awhh i love ur earrings!
103,0,0.0,Q: ily!<br>A: ily2 boo!
104,0,0.0,Q: Im good!! Juz got bak from the srip in vegas!!! It was awesome!!! I luved it!! Hav u evah been to vegas?:)<br>A: Awhh! Yuh so lucky ghurr!!!I bet yuh had a BLAST! &amp; nahh ive never been bhut i would soo want to go!;D
105,0,0.0,Q: Is @TruAce single!?<br>A: YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS!!!!4 theee lasttt timeee!!! Ask him http://www.formspring.me/TRUACE
106,0,2.6666666666666665,we gonna be doing sumthing else instead of him teaching me how to drive
107,0,0.0,Q: lol oo no!..guurrrl u must be crazy!!..b/c i love u muchoo!.<br>A: Uhhh!!! lmao!! U got me lmao! jkjk we can go on 4 like eva! Lezzzdoooittt I Love you more than yo own momma! AHHA!!
108,0,0.0,Q: Love you baby ;)<br>A: Love you More babe<3
109,0,0.0,Q: Mammaasss!! :D how are you? haha go to skype ;D<br>A: YOOOOOOOOOOOOOO!!!!!!!! Its Late; haha i have church tmrw bhut soon kay? srry:[
110,0,0.0,Q: Miley &amp; Bieber!!!<br>A: Miley's a HOOCHIE! BIEBER ALL THEE WAY GHURL!!or boy!<33
111,0,0.0,Q: NOPE IM NOT BIANCA EITHER:) heres a clue...i come from new zealand;) LOL<br>A: Chrisssy!!??? hahahahah Chantelle  Alesha Kailee? Tori?? LMFAO iddkkkkk
112,0,0.0,Q: NOPEEE!! my name starts with b :O<br>A: OMFG!!! nooo wayyyy!!! Ughhh BROOOKKKEEEEE OMFG!!! im soo srry lmao lots of pplz r frmh ZEW ZEALAND! lmao I fukkinnn luvv yuhhhh hahaha!
113,0,0.0,Q: OH VISIT ME IF YOU TRAVEL THE WORLD KTHXBYE. xx<br>A: Hahah Helllz yess! I will mamas!!<3 love u!
114,0,0.0,Q: Omg Justin Bieber!!!! :) haha.<br>A: OMG!! ahhhh!! Where he go? Damn it he just fell off my window sil! haha jk!
115,0,0.0,Q: Rate yurself?<br>A: I Love Justin Bieber! He's a 1000000000+ on a 1-10 scale HA!
116,0,0.0,Q: shut up ur prettty!..ll<br>A: Shut up your prettier! <33
117,0,0.0,Q: Sneakers or sandals?<br>A: Sandals 4suree ;D i wear them in thee winter 2! No lie! haha
118,0,0.0,Q: Sooooooo srry this is late!!!:) im juzz doin mothur freakin boring!!:) zzzzzz zzzz snore snore!!:) LMBO<br>A: Hhahahahaah ohh noo problem mamas! ahah me2 im soo exhaustedd *yawn* *ywan* LMAO!
119,0,0.0,Q: the girl on your background bottom right hand corner looks like anna maria perez de tagle.<br>A: :) Aww!! Yeahh she is my best friend * raphaela * Haha. She is german so i guess thts why! lmao <3
120,0,0.0,Q: tht woul b so cool if u were here so i can me u!!!!!!<br>A: Ikrr that wud be awesome!!! I wish ;D
121,0,0.0,Q: wat state do u live in?<br>A: Texas!!&amp;Yuh hun?! xox
122,0,0.0,Q: Well dats so tight ur friends wit @truace . How does it feel 2 kno him. Since ur his friend u wud kno does he hav a gf?<br>A: Ohhkayy! First offf i was playin  i mean he is a really nice person dnt kno him like all that! Bhut u should ask him!
123,0,0.0,Q: well u say any language.. so.. coba tebak ini bahasa apa.. kamu ngerti ngga aku ngomong apa? ;)<br>A: Huh!? That doesnt make sense  Guns something! lmao Come again!? lol
124,0,0.0,Q: What are you most excited about right now?<br>A: Ummm SUMMER bein almost here! Who isnt? haha
125,0,0.0,Q: What did you dream about last night?<br>A: Shh....Dnt tell any1 k? haha! NOTHING! MWAH!
126,0,0.0,Q: what do u guys prefer? Jonas brothers or justin bieber<br>A: Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!
127,0,0.0,Q: What do you think about formspring.me so far?<br>A: Its da shit! Fun stuff
128,0,0.0,Q: What do you think is your most attractive feature?<br>A: My eyes! They are light brown and beautidul in the sun!(; Thanks God! oh and my hands! and ass lol jkjK!
129,0,0.0,Q: What do you think was the greatest invention in your lifetime?<br>A: Thee comp? or cellfonne! hehe
130,0,0.0,Q: What kind of glasses do you have?<br>A: Guess! haha no its the brand name.
131,0,0.0,Q: What kind of music can you just not stand to listen to?<br>A: I cannot listen to that Heavy metal! I like me some rock(oldies) bhut not that scary shit ;D
132,0,0.0,Q: What music are you listening to today?<br>A: Everything really! AHhaha Lovin my HipHop atm! Ester Dean is thee shyyttt!
133,0,0.0,na
134,0,0.0,Q: What TV show do you wish would go off the air for good?<br>A: The Hills! Chuz Lauren was thee whole point it was clld thee Hills and there is 2much drama! Bhut I still wtch it chuz i love 2 laugh at thee dumb shit! Spencer is a prick btw!;0
135,0,0.0,Q: What was the best concert you went to?<br>A: Jonas Brothers Concert 8/13/09 ;D I still love em bhut Justin bieber is thee shit!
136,0,0.0,Q: What was the happiest moment in your life?<br>A: I have many! 2many actually bhut i guess when i found my lifetime friends ;D
137,0,0.0,Q: What was the last book you read?<br>A: The Miracle Worker
138,0,0.0,Q: What was the worst advice you&#039;ve ever received?<br>A: This person actually told me this &quot;fried&quot; i had was not a true friend and she wants me 2 still be this person's friend! Thats a NONO!
139,0,0.0,Q: What was the worst concert you went to?<br>A: Never been 2 1 tht was bad.
140,0,0.0,Q: What was the worst job you&#039;ve ever had?<br>A: I can't complain chuz i dnt have or had one! hahaha soon though! real soon! ;
141,0,0.0,Q: What was the worst place you&#039;ve traveled to?<br>A: Georgia Columbus. 2 b exact. I Dislike it. BORING!! Hotlanta is where its AT! ;*
142,0,0.0,Q: What was your favorite birthday gift?<br>A: Life(: haha!! umm idk thats hard!
143,1,5.666666666666668,"""""""maybe it was ur moms dick""""""The second poster gave an offensive and insulting answer to a simple question.maybe it was ur moms dick"
144,0,0.0,Q: What was your favorite year?<br>A: 1995 haha when i was bornwas my year! Doh!I didnt have 2 do ANYTHING on my own haha
145,0,0.0,Q: What was your worst travel experience?<br>A: HA! goin to georgia just to see my dad's mother! Ugh i cnt stand her bhut God bless her soul! LONG LIFE STORY! haha
146,0,0.0,Q: What website do you spend the most time on?<br>A: Oh good 1  Twitter (ofcousre) i love me some twitter peeps! They tha shit lol
147,0,0.0,Q: What would be the best workplace perk?<br>A: Idk.. wait WHaaaa? lol
148,0,0.0,Q: What would your perfect day look like?<br>A: Me&amp;God eatin Chicken wings on His throne <3 ahaha
149,0,0.0,Q: What&#039;s one food you&#039;ll never eat again?<br>A: Brussel srouts! YuCkIE! bhut i love cabbage and they're mini cabbages! LMAO!
150,0,0.0,Q: What&#039;s one thing you own that you should probably throw away  but never will?<br>A: My old school shit   i wud SOOO throw it away bhut my mom! Urgh
151,0,0.0,Q: What&#039;s the best gift you&#039;ve ever given?<br>A: The important 1 is Love  bhut ive given people themselves! Like i let my friends have themselves instead of me! It helps to see who they are as a person! Very important! Viseversa.
152,0,0.0,Q: What&#039;s the best place near you to get a drink?<br>A: Hahaha! Wait wht kind of drink! LOL well JackInTheBox is like not evn a mile away frmh my house! So there! i guess thts wht ur askin lmao! XP
153,0,0.0,Q: What&#039;s the best place near you to get some ice cream?<br>A: Hmmm....U makin me hungry first of all! &amp;&amp; Dairy Queen! YUMM!!
154,0,0.0,Q: What&#039;s the best place near you to get some ice cream?<br>A: Umm...Diary Queen? or JackINTHEBOX! 4 my smoothies of course not ice cream! Mwah
155,0,0.0,Q: What&#039;s the furthest you&#039;ve ever traveled?<br>A: Virginia
156,0,0.0,Q: What&#039;s the longest you&#039;ve ever gone without a bath or shower?<br>A: Haha! Maybe 2days? lol idk
157,0,0.0,Q: What&#039;s the most delicious meal you&#039;ve ever had?<br>A: Wow. this is a hard 1 i dnt think ive had 1 or i have many! I love my smoothies tho! YUMMIE!
158,0,0.0,Q: What&#039;s the origin of your name?<br>A: Idk... its a month that 4 sure lol
159,0,0.0,Q: What&#039;s the weirdest thing you&#039;ve ever eaten?<br>A: A piece of grass?
160,0,0.0,Q: What&#039;s the weirdest thing you&#039;ve ever eaten?<br>A: I Havent Gotten 2 that part!! haha
161,0,0.0,Q: what&#039;s your best achievement?<br>A: Wow awesome question....I think my best achievement would be &quot;Finding who i am&quot; thats thee most important!!<33
162,0,0.0,Q: What&#039;s your biggest phobia?<br>A: ummmm...messy rooms;
163,0,0.0,Q: What&#039;s your dream car?<br>A: Something cute and ME!! haha you kno? well a beamer is my dream car basically! or a porshe!
164,0,0.0,Q: What&#039;s your earliest memory?<br>A: Haha! Staring at my doctor thru sunglasses while he was in my mouth! HAHAHA!!!
165,0,0.0,Q: what&#039;s your fave song?<br>A: My fav song girly!!! is umm.. Up &amp; Running by @jessicajarrell atm! But i have lots :) hbu!?
166,0,0.0,Q: What&#039;s your favorite drink?<br>A: Mmm... ROOT BEER! haha my fav drink eva! POW
167,0,0.0,Q: What&#039;s your favorite food?<br>A: Actually its cabbage!;D
168,0,0.0,Q: What&#039;s your favorite genre of music?<br>A: POP!
169,0,0.0,Q: What&#039;s your favorite movie quote?<br>A: Crap this is hard  haha umm &quot;People Need Inspiration&quot;- The Last Song <33
170,0,0.0,Q: What&#039;s your favorite type of flower?<br>A: Pink Roses!(:
171,0,0.0,n/
172,0,0.0,Q: what&#039;s your favourite movie?<br>A: ;) Umm.. A walk to remember! or The Last song! Ugh theirs ALOT! haha hbu!
173,0,0.0,Q: What&#039;s yur fav color?<br>A: PINK&amp;NEON GREEN!Yeahh buddie
174,0,0.0,Q: whats ur fav tv showww? :D <3<br>A: Umm. . . good question i have many bhut i guess 16 and pregnant would be 1 of my fav ones atm. ;D
175,0,0.0,Q: when ever you go to google translate  DONT USE IT!!! trust me....<br>A: Hahaha wht are u tlkn bout girl!
176,0,0.0,Q: When was the last time you gave flowers?<br>A: Never;;
177,0,0.0,Q: When you were a kid  what did you want to be when you grew up?<br>A: Actually i was that kid who wanted to be by herself so i guess when i grow up im going to be ME lol! Hard question 2 answer.
178,0,0.0,Q: Where are ya From??=)<br>A: U.S.A!!!;] Known as Mars!!<3
179,0,0.0,Q: Where would you like to spend your retirement?<br>A: Haha...when i turn 60 ish ask me this! lol
180,0,0.0,Q: where would you most like to live?<br>A: Los Angeles! <33
181,0,0.0,Q: where&#039;s your ideal holiday destination?<br>A: Umm... Dallas Texas! haha Idk im so plain so idk! Mwhaha
182,0,0.0,Q: Who and when was your first kiss?<br>A: Umm.. Long time ago bhut i was like 5 or 6 haha Cory!
183,0,0.0,Q: who are your top three celebrity crushes?<br>A: Yumm... Justin Bieber P-diddys son JDoir YUMMM....haha not really a celeb bhut yeah! &amp;&amp; Channing Fckn TATUM!!haha Oh damn!!
184,0,0.0,Q: Who are your Twitter besties?<br>A: Ohh mann this is a GREAT ? Chrissy Michelle Savannah AJ Bianca and lotss more + you!<33
185,1,3.0,shit on your facewho decided to take a shit on your face?shit on your face
186,0,0.0,Q: Who do you think should be the next president of the United States?<br>A: Umm... Barack Obama 4 another 4 years! iLovehim!
187,0,0.0,Q: Who was the best teacher you&#039;ve ever had?<br>A: Mmmh... My second grade teach Mrs. Caldwell <3
188,0,0.0,Q: Who&#039;s the funniest person you know?<br>A: Prob. me or my seester (robbie) hahaha makes me wanna shit myself EVERYTIME she speaks lol
189,0,0.0,Q: Who&#039;s the most famous person you&#039;ve met?<br>A: Urgh no1 yet! Keep hopin though!
190,0,0.0,Q: Who&#039;s the most overrated athlete?<br>A: Michael Jackson! haha wait wrong one  Michael Jordon i meant ahah
191,0,0.0,Q: who&#039;s the prettiest person you know?<br>A: idkk... mwauuuhhh!(:
192,0,0.0,Q: Who&#039;s the sexiest woman alive?<br>A: I do not judge gyrls im not bi or a lezzboo!! K thanks'
193,1,2.6666666666666665,"Idiot! Cnt spell!""""""gay""""""""""""Gay"""""""
194,0,0.0,Q: -woaahhhhhh! Likee dude i&#039;m in youhr backround!!! :D AWESOMEEEE! <3 ilybbyy(:<br>A: - Marryyyyy!!!!??/ LOL! itss yuhh boo!!! Hahaha Noo durr suckkaaa!!! Nahhh i loveee yuhhhh mooOee!!!
195,0,0.0,Q: would u ever go bungee jumping like justin did?<br>A: Hahaha i think i would! I always do thee same shizz all thee tyme so yes i would hbu ?! ;D
196,0,0.0,Q: Would you rather be a famous musician or a famous actor?<br>A: Not a guy! haha maybe a cheerleader haha jkjk!
197,0,0.0,Q: Would you rather be a vampire or a werewolf?<br>A: Werewolf -AkA-  Jacob's Pride lol! His good part! lol
198,0,0.0,Q: Would you rather be a zombie or a mummy?<br>A: Zombie 4sho!
199,0,0.0,Q: Would you rather be rich or famous?<br>A: Famous(: Bhut im ME 4 rite now!
200,0,0.0,Q: Would you rather date a lot of different people  or be in a committed relationship?<br>A: Both? LOL! jk
201,0,0.0,Q: Would you rather get up early or sleep late?<br>A: SLEEP LATE!!Duh!
202,0,0.0,Q: Would you rather own a luxury yacht or a private jet?<br>A: JET!!(: Hate boats! Worst experience ever was on a boat! Never again!
203,0,0.0,Q: Would you rather swim in a pool or the ocean?<br>A: Pool
204,0,0.0,Q: Would you rather work at a large company or a small one?<br>A: None! haha
205,0,0.0,Q: yea it&#039;s different from warm cali  but&#039;s cool :D weeeell gtg now :| gonna meet some friends i a few minutes lol.bye :] xx<br>A: Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33
206,0,0.0,Q: yeh you r right... how should the 1 be?? i have no bf too!:)<br>A: Yehh hahaha...idk.its weird..Boys r Boys So Im Me!!!alone hahah
207,0,0.0,Q: Yooooo mate   RinnaLovesJB here. heyhey  ask me anything ! (:<br>A: Hahaha(: ight
208,0,0.0,Q: your attitude is so fun :)<br>A: Thank yuh soo muchh!!!;D Im likin yurs 2 Mwah!
209,0,0.0,Q: :D nada<br>A: ummm... what? u didnt know jose was my first kiss?
210,0,0.0,Q: :O lol no freaking way! btw  i didnt ask that :D<br>A: no freaking way what???
211,0,0.0,Q: ahhh true.. true... plus it plays music XD<br>A: Exactly!!!!!(:
212,0,0.0,Q: If you had to give up one favorite food  what would the most difficult?<br>A: Ahh.. Probably Cookies! D:
213,0,0.0,Q: Pshhh liar ^^<br>A: haha im not a liar(:
214,0,0.0,Q: What did you eat for breakfast today?<br>A: Cereal!
215,0,0.0,Q: What do you think is your most attractive feature?<br>A: Ewwiee! Nothing haha(:
216,0,0.0,Q: what is one thing you can&#039;t live without?? :] its me right?<br>A: Hahaha of c
217,0,0.0,Q: What is your biggest accomplishment?<br>A: Ummm probably playing softball for 10 years(:
218,0,0.0,Q: What was your favorite birthday gift?<br>A: a neckalce given to me by my love(: <3333
219,0,0.0,Q: What&#039;s the best place near you to get a drink?<br>A: Starbuckks!!!!(:
220,0,0.0,Q: What&#039;s your favourite part to watch in Rent?<br>A: hmmmm. think the part where te guy at support sings tht part makes me tear up=/ La ve boheme is a good one two
221,0,0.0,Q: Where&#039;d you find out about formspring.me?<br>A: Umm Bunch of people just joined  and i got bored  so i wanted too!
222,0,0.0,Q: who was ur first kiss<br>A: umm.. haha i dont know why you want to kn
223,0,0.0,Q: Why u so perfect!? ;)<br>A: hahaha!!! im the farthest from
